           time              X              V              a           Jerk
       1.369000      21.005825      43.475000      50.000000       0.000000       2.084614
       1.370000      21.049350      43.525000      50.000000       0.000000       2.083982
       1.371000      21.092925      43.575000      50.000000       0.000000       2.083351
       1.372000      21.136550      43.625000      50.000000       0.000000       2.082719
       1.373000      21.180225      43.675000      50.000000       0.000000       2.082087
       1.374000      21.223950      43.725000      50.000000       0.000000       2.081455
       1.375000      21.267725      43.775000      50.000000       0.000000       2.080823
       1.376000      21.311550      43.825000      50.000000       0.000000       2.080190
       1.377000      21.355425      43.875000      50.000000       0.000000       2.079557
       1.378000      21.399350      43.925000      50.000000       0.000000       2.078924
       1.379000      21.443325      43.975000      50.000000       0.000000       2.078290
       1.380000      21.487350      44.025000      50.000000       0.000000       2.077656
       1.381000      21.531425      44.075000      50.000000       0.000000       2.077023
       1.382000      21.575550      44.125000      50.000000       0.000000       2.076388
       1.383000      21.619725      44.175000      50.000000       0.000000       2.075754
       1.384000      21.663950      44.225000      50.000000       0.000000       2.075119
       1.385000      21.708225      44.275000      50.000000       0.000000       2.074484
       1.386000      21.752550      44.325000      50.000000       0.000000       2.073849
       1.387000      21.796925      44.375000      50.000000       0.000000       2.073213
       1.388000      21.841350      44.425000      50.000000       0.000000       2.072578
       1.389000      21.885825      44.475000      50.000000       0.000000       2.071941
       1.390000      21.930350      44.525000      50.000000       0.000000       2.071305
       1.391000      21.974925      44.575000      50.000000       0.000000       2.070669
       1.392000      22.019550      44.625000      50.000000       0.000000       2.070032
       1.393000      22.064225      44.675000      50.000000       0.000000       2.069395
       1.394000      22.108950      44.725000      50.000000       0.000000       2.068757
       1.395000      22.153725      44.775000      50.000000       0.000000       2.068120
       1.396000      22.198550      44.825000      50.000000       0.000000       2.067482
       1.397000      22.243425      44.875000      50.000000       0.000000       2.066844
       1.398000      22.288350      44.925000      50.000000       0.000000       2.066206
       1.399000      22.333325      44.975000      50.000000       0.000000       2.065567
       1.400000      22.378350      45.025000      50.000000       0.000000       2.064928
       1.401000      22.423425      45.075000      50.000000       0.000000       2.064289
       1.402000      22.468550      45.125000      50.000000       0.000000       2.063650
       1.403000      22.513725      45.175000      50.000000       0.000000       2.063010
       1.404000      22.558950      45.225000      50.000000       0.000000       2.062370
       1.405000      22.604225      45.275000      50.000000       0.000000       2.061730
       1.406000      22.649550      45.325000      50.000000       0.000000       2.061089
       1.407000      22.694925      45.375000      50.000000       0.000000       2.060449
       1.408000      22.740350      45.425000      50.000000       0.000000       2.059808
       1.409000      22.785825      45.475000      50.000000       0.000000       2.059166
       1.410000      22.831350      45.525000      50.000000       0.000000       2.058525
       1.411000      22.876925      45.575000      50.000000       0.000000       2.057883
       1.412000      22.922550      45.625000      50.000000       0.000000       2.057241
       1.413000      22.968225      45.675000      50.000000       0.000000       2.056599
       1.414000      23.013950      45.725000      50.000000       0.000000       2.055956
       1.415000      23.059725      45.775000      50.000000       0.000000       2.055313
       1.416000      23.105550      45.825000      50.000000       0.000000       2.054670
       1.417000      23.151425      45.875000      50.000000       0.000000       2.054027
       1.418000      23.197350      45.925000      50.000000       0.000000       2.053383
       1.419000      23.243325      45.975000      50.000000       0.000000       2.052740
       1.420000      23.289350      46.025000      50.000000       0.000000       2.052095
       1.421000      23.335425      46.075000      50.000000       0.000000       2.051451
       1.422000      23.381550      46.125000      50.000000       0.000000       2.050806
       1.423000      23.427725      46.175000      50.000000       0.000000       2.050161
       1.424000      23.473950      46.225000      50.000000       0.000000       2.049516
       1.425000      23.520225      46.275000      50.000000       0.000000       2.048871
       1.426000      23.566550      46.325000      50.000000       0.000000       2.048225
       1.427000      23.612925      46.375000      50.000000       0.000000       2.047579
       1.428000      23.659350      46.425000      50.000000       0.000000       2.046932
       1.429000      23.705825      46.475000      50.000000       0.000000       2.046286
       1.430000      23.752350      46.525000      50.000000       0.000000       2.045639
       1.431000      23.798925      46.575000      50.000000       0.000000       2.044992
       1.432000      23.845550      46.625000      50.000000       0.000000       2.044345
       1.433000      23.892225      46.675000      50.000000       0.000000       2.043697
       1.434000      23.938950      46.725000      50.000000       0.000000       2.043049
       1.435000      23.985725      46.775000      50.000000       0.000000       2.042401
       1.436000      24.032550      46.825000      50.000000       0.000000       2.041752
       1.437000      24.079425      46.875000      50.000000       0.000000       2.041104
       1.438000      24.126350      46.925000      50.000000       0.000000       2.040454
       1.439000      24.173325      46.975000      50.000000       0.000000       2.039805
       1.440000      24.220350      47.025000      50.000000       0.000000       2.039156
       1.441000      24.267425      47.075000      50.000000       0.000000       2.038506
       1.442000      24.314550      47.125000      50.000000       0.000000       2.037856
       1.443000      24.361725      47.175000      50.000000       0.000000       2.037205
       1.444000      24.408950      47.225000      50.000000       0.000000       2.036555
       1.445000      24.456225      47.275000      50.000000       0.000000       2.035904
       1.446000      24.503550      47.325000      50.000000       0.000000       2.035252
       1.447000      24.550925      47.375000      50.000000       0.000000       2.034601
       1.448000      24.598350      47.425000      50.000000       0.000000       2.033949
       1.449000      24.645825      47.475000      50.000000       0.000000       2.033297
       1.450000      24.693350      47.525000      50.000000       0.000000       2.032645
       1.451000      24.740925      47.575000      50.000000       0.000000       2.031992
       1.452000      24.788550      47.625000      50.000000       0.000000       2.031339
       1.453000      24.836225      47.675000      50.000000       0.000000       2.030686
       1.454000      24.883950      47.725000      50.000000       0.000000       2.030033
       1.455000      24.931725      47.775000      50.000000       0.000000       2.029379
       1.456000      24.979550      47.825000      50.000000       0.000000       2.028725
       1.457000      25.027425      47.875000      50.000000       0.000000       2.028071
       1.458000      25.075350      47.925000      50.000000       0.000000       2.027416
       1.459000      25.123325      47.975000      50.000000       0.000000       2.026761
       1.460000      25.171350      48.025000      50.000000       0.000000       2.026106
       1.461000      25.219425      48.075000      50.000000       0.000000       2.025451
       1.462000      25.267550      48.125000      50.000000       0.000000       2.024795
       1.463000      25.315725      48.175000      50.000000       0.000000       2.024139
       1.464000      25.363950      48.225000      50.000000       0.000000       2.023483
       1.465000      25.412225      48.275000      50.000000       0.000000       2.022826
       1.466000      25.460550      48.325000      50.000000       0.000000       2.022170
       1.467000      25.508925      48.375000      50.000000       0.000000       2.021512
       1.468000      25.557350      48.425000      50.000000       0.000000       2.020855
       1.469000      25.605825      48.475000      50.000000       0.000000       2.020197
       1.470000      25.654350      48.525000      50.000000       0.000000       2.019539
       1.471000      25.702925      48.575000      50.000000       0.000000       2.018881
       1.472000      25.751550      48.625000      50.000000       0.000000       2.018223
       1.473000      25.800225      48.675000      50.000000       0.000000       2.017564
       1.474000      25.848950      48.725000      50.000000       0.000000       2.016905
       1.475000      25.897725      48.775000      50.000000       0.000000       2.016245
       1.476000      25.946550      48.825000      50.000000       0.000000       2.015586
       1.477000      25.995425      48.875000      50.000000       0.000000       2.014926
       1.478000      26.044350      48.925000      50.000000       0.000000       2.014265
       1.479000      26.093325      48.975000      50.000000       0.000000       2.013605
       1.480000      26.142350      49.025000      50.000000       0.000000       2.012944
       1.481000      26.191425      49.075000      50.000000       0.000000       2.012283
       1.482000      26.240550      49.125000      50.000000       0.000000       2.011622
       1.483000      26.289725      49.175000      50.000000       0.000000       2.010960
       1.484000      26.338950      49.225000      50.000000       0.000000       2.010298
       1.485000      26.388225      49.275000      50.000000       0.000000       2.009636
       1.486000      26.437550      49.325000      50.000000       0.000000       2.008973
       1.487000      26.486925      49.375000      50.000000       0.000000       2.008310
       1.488000      26.536350      49.425000      50.000000       0.000000       2.007647
       1.489000      26.585825      49.475000      50.000000       0.000000       2.006984
       1.490000      26.635350      49.525000      50.000000       0.000000       2.006320
       1.491000      26.684925      49.575000      50.000000       0.000000       2.005656
       1.492000      26.734550      49.625000      50.000000       0.000000       2.004992
       1.493000      26.784225      49.675000      50.000000       0.000000       2.004327
       1.494000      26.833950      49.725000      50.000000       0.000000       2.003662
       1.495000      26.883725      49.775000      50.000000       0.000000       2.002997
       1.496000      26.933550      49.825000      50.000000       0.000000       2.002332
       1.497000      26.983425      49.875000      50.000000       0.000000       2.001666
       1.498000      27.033350      49.925000      50.000000       0.000000       2.001000
       1.499000      27.083325      49.975000      50.000000       0.000000       2.000333
       1.500000      27.133350      50.025000      50.000000       0.000000       1.999667
       1.501000      27.183425      50.075000      50.000000       0.000000       1.999000
       1.502000      27.233550      50.125000      50.000000       0.000000       1.998332
       1.503000      27.283725      50.175000      50.000000       0.000000       1.997665
       1.504000      27.333950      50.225000      50.000000       0.000000       1.996997
       1.505000      27.384225      50.275000      50.000000       0.000000       1.996329
       1.506000      27.434550      50.325000      50.000000       0.000000       1.995660
       1.507000      27.484925      50.375000      50.000000       0.000000       1.994992
       1.508000      27.535350      50.425000      50.000000       0.000000       1.994323
       1.509000      27.585825      50.475000      50.000000       0.000000       1.993653
       1.510000      27.636350      50.525000      50.000000       0.000000       1.992984
       1.511000      27.686925      50.575000      50.000000       0.000000       1.992314
       1.512000      27.737550      50.625000      50.000000       0.000000       1.991643
       1.513000      27.788225      50.675000      50.000000       0.000000       1.990973
       1.514000      27.838950      50.725000      50.000000       0.000000       1.990302
       1.515000      27.889725      50.775000      50.000000       0.000000       1.989631
       1.516000      27.940550      50.825000      50.000000       0.000000       1.988959
       1.517000      27.991425      50.875000      50.000000       0.000000       1.988288
       1.518000      28.042350      50.925000      50.000000       0.000000       1.987616
       1.519000      28.093325      50.975000      50.000000       0.000000       1.986943
       1.520000      28.144350      51.025000      50.000000       0.000000       1.986271
       1.521000      28.195425      51.075000      50.000000       0.000000       1.985598
       1.522000      28.246550      51.125000      50.000000       0.000000       1.984924
       1.523000      28.297725      51.175000      50.000000       0.000000       1.984251
       1.524000      28.348950      51.225000      50.000000       0.000000       1.983577
       1.525000      28.400225      51.275000      50.000000       0.000000       1.982903
       1.526000      28.451550      51.325000      50.000000       0.000000       1.982228
       1.527000      28.502925      51.375000      50.000000       0.000000       1.981553
       1.528000      28.554350      51.425000      50.000000       0.000000       1.980878
       1.529000      28.605825      51.475000      50.000000       0.000000       1.980203
       1.530000      28.657350      51.525000      50.000000       0.000000       1.979527
       1.531000      28.708925      51.575000      50.000000       0.000000       1.978851
       1.532000      28.760550      51.625000      50.000000       0.000000       1.978175
       1.533000      28.812225      51.675000      50.000000       0.000000       1.977498
       1.534000      28.863950      51.725000      50.000000       0.000000       1.976821
       1.535000      28.915725      51.775000      50.000000       0.000000       1.976144
       1.536000      28.967550      51.825000      50.000000       0.000000       1.975466
       1.537000      29.019425      51.875000      50.000000       0.000000       1.974788
       1.538000      29.071350      51.925000      50.000000       0.000000       1.974110
       1.539000      29.123325      51.975000      50.000000       0.000000       1.973431
       1.540000      29.175350      52.025000      50.000000       0.000000       1.972753
       1.541000      29.227425      52.075000      50.000000       0.000000       1.972073
       1.542000      29.279550      52.125000      50.000000       0.000000       1.971394
       1.543000      29.331725      52.175000      50.000000       0.000000       1.970714
       1.544000      29.383950      52.225000      50.000000       0.000000       1.970034
       1.545000      29.436225      52.275000      50.000000       0.000000       1.969354
       1.546000      29.488550      52.325000      50.000000       0.000000       1.968673
       1.547000      29.540925      52.375000      50.000000       0.000000       1.967992
       1.548000      29.593350      52.425000      50.000000       0.000000       1.967310
       1.549000      29.645825      52.475000      50.000000       0.000000       1.966629
       1.550000      29.698350      52.525000      50.000000       0.000000       1.965947
       1.551000      29.750925      52.575000      50.000000       0.000000       1.965264
       1.552000      29.803550      52.625000      50.000000       0.000000       1.964582
       1.553000      29.856225      52.675000      50.000000       0.000000       1.963899
       1.554000      29.908950      52.725000      50.000000       0.000000       1.963216
       1.555000      29.961725      52.775000      50.000000       0.000000       1.962532
       1.556000      30.014550      52.825000      50.000000       0.000000       1.961848
       1.557000      30.067425      52.875000      50.000000       0.000000       1.961164
       1.558000      30.120350      52.925000      50.000000       0.000000       1.960479
       1.559000      30.173325      52.975000      50.000000       0.000000       1.959795
       1.560000      30.226350      53.025000      50.000000       0.000000       1.959109
       1.561000      30.279425      53.075000      50.000000       0.000000       1.958424
       1.562000      30.332550      53.125000      50.000000       0.000000       1.957738
       1.563000      30.385725      53.175000      50.000000       0.000000       1.957052
       1.564000      30.438950      53.225000      50.000000       0.000000       1.956365
       1.565000      30.492225      53.275000      50.000000       0.000000       1.955679
       1.566000      30.545550      53.325000      50.000000       0.000000       1.954991
       1.567000      30.598925      53.375000      50.000000       0.000000       1.954304
       1.568000      30.652350      53.425000      50.000000       0.000000       1.953616
       1.569000      30.705825      53.475000      50.000000       0.000000       1.952928
       1.570000      30.759350      53.525000      50.000000       0.000000       1.952240
       1.571000      30.812925      53.575000      50.000000       0.000000       1.951551
       1.572000      30.866550      53.625000      50.000000       0.000000       1.950862
       1.573000      30.920225      53.675000      50.000000       0.000000       1.950172
       1.574000      30.973950      53.725000      50.000000       0.000000       1.949483
       1.575000      31.027725      53.775000      50.000000       0.000000       1.948793
       1.576000      31.081550      53.825000      50.000000       0.000000       1.948102
       1.577000      31.135425      53.875000      50.000000       0.000000       1.947411
       1.578000      31.189350      53.925000      50.000000       0.000000       1.946720
       1.579000      31.243325      53.975000      50.000000       0.000000       1.946029
       1.580000      31.297350      54.025000      50.000000       0.000000       1.945337
       1.581000      31.351425      54.075000      50.000000       0.000000       1.944645
       1.582000      31.405550      54.125000      50.000000       0.000000       1.943953
       1.583000      31.459725      54.175000      50.000000       0.000000       1.943260
       1.584000      31.513950      54.225000      50.000000       0.000000       1.942567
       1.585000      31.568225      54.275000      50.000000       0.000000       1.941874
       1.586000      31.622550      54.325000      50.000000       0.000000       1.941180
       1.587000      31.676925      54.375000      50.000000       0.000000       1.940486
       1.588000      31.731350      54.425000      50.000000       0.000000       1.939792
       1.589000      31.785825      54.475000      50.000000       0.000000       1.939097
       1.590000      31.840350      54.525000      50.000000       0.000000       1.938402
       1.591000      31.894925      54.575000      50.000000       0.000000       1.937707
       1.592000      31.949550      54.625000      50.000000       0.000000       1.937011
       1.593000      32.004225      54.675000      50.000000       0.000000       1.936315
       1.594000      32.058950      54.725000      50.000000       0.000000       1.935618
       1.595000      32.113725      54.775000      50.000000       0.000000       1.934922
       1.596000      32.168550      54.825000      50.000000       0.000000       1.934225
       1.597000      32.223425      54.875000      50.000000       0.000000       1.933527
       1.598000      32.278350      54.925000      50.000000       0.000000       1.932829
       1.599000      32.333325      54.975000      50.000000       0.000000       1.932131
       1.600000      32.388350      55.025000      50.000000       0.000000       1.931433
       1.601000      32.443425      55.075000      50.000000       0.000000       1.930734
       1.602000      32.498550      55.125000      50.000000       0.000000       1.930035
       1.603000      32.553725      55.175000      50.000000       0.000000       1.929336
       1.604000      32.608950      55.225000      50.000000       0.000000       1.928636
       1.605000      32.664225      55.275000      50.000000       0.000000       1.927936
       1.606000      32.719550      55.325000      50.000000       0.000000       1.927235
       1.607000      32.774925      55.375000      50.000000       0.000000       1.926534
       1.608000      32.830350      55.425000      50.000000       0.000000       1.925833
       1.609000      32.885825      55.475000      50.000000       0.000000       1.925132
       1.610000      32.941350      55.525000      50.000000       0.000000       1.924430
       1.611000      32.996925      55.575000      50.000000       0.000000       1.923728
       1.612000      33.052550      55.625000      50.000000       0.000000       1.923025
       1.613000      33.108225      55.675000      50.000000       0.000000       1.922322
       1.614000      33.163950      55.725000      50.000000       0.000000       1.921619
       1.615000      33.219725      55.775000      50.000000       0.000000       1.920915
       1.616000      33.275550      55.825000      50.000000       0.000000       1.920211
       1.617000      33.331425      55.875000      50.000000       0.000000       1.919507
       1.618000      33.387350      55.925000      50.000000       0.000000       1.918802
       1.619000      33.443325      55.975000      50.000000       0.000000       1.918097
       1.620000      33.499350      56.025000      50.000000       0.000000       1.917392
       1.621000      33.555425      56.075000      50.000000       0.000000       1.916686
       1.622000      33.611550      56.125000      50.000000       0.000000       1.915980
       1.623000      33.667725      56.175000      50.000000       0.000000       1.915274
       1.624000      33.723950      56.225000      50.000000       0.000000       1.914567
       1.625000      33.780225      56.275000      50.000000       0.000000       1.913860
       1.626000      33.836550      56.325000      50.000000       0.000000       1.913153
       1.627000      33.892925      56.375000      50.000000       0.000000       1.912445
       1.628000      33.949350      56.425000      50.000000       0.000000       1.911737
       1.629000      34.005825      56.475000      50.000000       0.000000       1.911028
       1.630000      34.062350      56.525000      50.000000       0.000000       1.910319
       1.631000      34.118925      56.575000      50.000000       0.000000       1.909610
       1.632000      34.175550      56.625000      50.000000       0.000000       1.908900
       1.633000      34.232225      56.675000      50.000000       0.000000       1.908190
       1.634000      34.288950      56.725000      50.000000       0.000000       1.907480
       1.635000      34.345725      56.775000      50.000000       0.000000       1.906769
       1.636000      34.402550      56.825000      50.000000       0.000000       1.906058
       1.637000      34.459425      56.875000      50.000000       0.000000       1.905347
       1.638000      34.516350      56.925000      50.000000       0.000000       1.904635
       1.639000      34.573325      56.975000      50.000000       0.000000       1.903923
       1.640000      34.630350      57.025000      50.000000       0.000000       1.903211
       1.641000      34.687425      57.075000      50.000000       0.000000       1.902498
       1.642000      34.744550      57.125000      50.000000       0.000000       1.901785
       1.643000      34.801725      57.175000      50.000000       0.000000       1.901071
       1.644000      34.858950      57.225000      50.000000       0.000000       1.900357
       1.645000      34.916225      57.275000      50.000000       0.000000       1.899643
       1.646000      34.973550      57.325000      50.000000       0.000000       1.898928
       1.647000      35.030925      57.375000      50.000000       0.000000       1.898213
       1.648000      35.088350      57.425000      50.000000       0.000000       1.897498
       1.649000      35.145825      57.475000      50.000000       0.000000       1.896782
       1.650000      35.203350      57.525000      50.000000       0.000000       1.896066
       1.651000      35.260925      57.575000      50.000000       0.000000       1.895349
       1.652000      35.318550      57.625000      50.000000       0.000000       1.894633
       1.653000      35.376225      57.675000      50.000000       0.000000       1.893915
       1.654000      35.433950      57.725000      50.000000       0.000000       1.893198
       1.655000      35.491725      57.775000      50.000000       0.000000       1.892480
       1.656000      35.549550      57.825000      50.000000       0.000000       1.891761
       1.657000      35.607425      57.875000      50.000000       0.000000       1.891043
       1.658000      35.665350      57.925000      50.000000       0.000000       1.890324
       1.659000      35.723325      57.975000      50.000000       0.000000       1.889604
       1.660000      35.781350      58.025000      50.000000       0.000000       1.888884
       1.661000      35.839425      58.075000      50.000000       0.000000       1.888164
       1.662000      35.897550      58.125000      50.000000       0.000000       1.887444
       1.663000      35.955725      58.175000      50.000000       0.000000       1.886723
       1.664000      36.013950      58.225000      50.000000       0.000000       1.886001
       1.665000      36.072225      58.275000      50.000000       0.000000       1.885280
       1.666000      36.130550      58.325000      50.000000       0.000000       1.884558
       1.667000      36.188925      58.375000      50.000000       0.000000       1.883835
       1.668000      36.247350      58.425000      50.000000       0.000000       1.883112
       1.669000      36.305825      58.475000      50.000000       0.000000       1.882389
       1.670000      36.364350      58.525000      50.000000       0.000000       1.881666
       1.671000      36.422925      58.575000      50.000000       0.000000       1.880942
       1.672000      36.481550      58.625000      50.000000       0.000000       1.880217
       1.673000      36.540225      58.675000      50.000000       0.000000       1.879493
       1.674000      36.598950      58.725000      50.000000       0.000000       1.878768
       1.675000      36.657725      58.775000      50.000000       0.000000       1.878042
       1.676000      36.716550      58.825000      50.000000       0.000000       1.877316
       1.677000      36.775425      58.875000      50.000000       0.000000       1.876590
       1.678000      36.834350      58.925000      50.000000       0.000000       1.875863
       1.679000      36.893325      58.975000      50.000000       0.000000       1.875136
       1.680000      36.952350      59.025000      50.000000       0.000000       1.874409
       1.681000      37.011425      59.075000      50.000000       0.000000       1.873681
       1.682000      37.070550      59.125000      50.000000       0.000000       1.872953
       1.683000      37.129725      59.175000      50.000000       0.000000       1.872224
       1.684000      37.188950      59.225000      50.000000       0.000000       1.871496
       1.685000      37.248225      59.275000      50.000000       0.000000       1.870766
       1.686000      37.307550      59.325000      50.000000       0.000000       1.870036
       1.687000      37.366925      59.375000      50.000000       0.000000       1.869306
       1.688000      37.426350      59.425000      50.000000       0.000000       1.868576
       1.689000      37.485825      59.475000      50.000000       0.000000       1.867845
       1.690000      37.545350      59.525000      50.000000       0.000000       1.867114
       1.691000      37.604925      59.575000      50.000000       0.000000       1.866382
       1.692000      37.664550      59.625000      50.000000       0.000000       1.865650
       1.693000      37.724225      59.675000      50.000000       0.000000       1.864918
       1.694000      37.783950      59.725000      50.000000       0.000000       1.864185
       1.695000      37.843725      59.775000      50.000000       0.000000       1.863452
       1.696000      37.903550      59.825000      50.000000       0.000000       1.862718
       1.697000      37.963425      59.875000      50.000000       0.000000       1.861984
       1.698000      38.023350      59.925000      50.000000       0.000000       1.861249
       1.699000      38.083325      59.975000      50.000000       0.000000       1.860515
       1.700000      38.143350      60.025000      50.000000       0.000000       1.859779
       1.701000      38.203425      60.075000      50.000000       0.000000       1.859044
       1.702000      38.263550      60.125000      50.000000       0.000000       1.858308
       1.703000      38.323725      60.175000      50.000000       0.000000       1.857571
       1.704000      38.383950      60.225000      50.000000       0.000000       1.856835
       1.705000      38.444225      60.275000      50.000000       0.000000       1.856097
       1.706000      38.504550      60.325000      50.000000       0.000000       1.855360
       1.707000      38.564925      60.375000      50.000000       0.000000       1.854622
       1.708000      38.625350      60.425000      50.000000       0.000000       1.853883
       1.709000      38.685825      60.475000      50.000000       0.000000       1.853144
       1.710000      38.746350      60.525000      50.000000       0.000000       1.852405
       1.711000      38.806925      60.575000      50.000000       0.000000       1.851666
       1.712000      38.867550      60.625000      50.000000       0.000000       1.850926
       1.713000      38.928225      60.675000      50.000000       0.000000       1.850185
       1.714000      38.988950      60.725000      50.000000       0.000000       1.849444
       1.715000      39.049725      60.775000      50.000000       0.000000       1.848703
       1.716000      39.110550      60.825000      50.000000       0.000000       1.847961
       1.717000      39.171425      60.875000      50.000000       0.000000       1.847219
       1.718000      39.232350      60.925000      50.000000       0.000000       1.846477
       1.719000      39.293325      60.975000      50.000000       0.000000       1.845734
       1.720000      39.354350      61.025000      50.000000       0.000000       1.844991
       1.721000      39.415425      61.075000      50.000000       0.000000       1.844247
       1.722000      39.476550      61.125000      50.000000       0.000000       1.843503
       1.723000      39.537725      61.175000      50.000000       0.000000       1.842758
       1.724000      39.598950      61.225000      50.000000       0.000000       1.842013
       1.725000      39.660225      61.275000      50.000000       0.000000       1.841268
       1.726000      39.721550      61.325000      50.000000       0.000000       1.840522
       1.727000      39.782925      61.375000      50.000000       0.000000       1.839776
       1.728000      39.844350      61.425000      50.000000       0.000000       1.839029
       1.729000      39.905825      61.475000      50.000000       0.000000       1.838282
       1.730000      39.967350      61.525000      50.000000       0.000000       1.837535
       1.731000      40.028925      61.575000      50.000000       0.000000       1.836787
       1.732000      40.090550      61.625000      50.000000       0.000000       1.836039
       1.733000      40.152225      61.675000      50.000000       0.000000       1.835290
       1.734000      40.213950      61.725000      50.000000       0.000000       1.834541
       1.735000      40.275725      61.775000      50.000000       0.000000       1.833792
       1.736000      40.337550      61.825000      50.000000       0.000000       1.833042
       1.737000      40.399425      61.875000      50.000000       0.000000       1.832291
       1.738000      40.461350      61.925000      50.000000       0.000000       1.831540
       1.739000      40.523325      61.975000      50.000000       0.000000       1.830789
       1.740000      40.585350      62.025000      50.000000       0.000000       1.830038
       1.741000      40.647425      62.075000      50.000000       0.000000       1.829286
       1.742000      40.709550      62.125000      50.000000       0.000000       1.828533
       1.743000      40.771725      62.175000      50.000000       0.000000       1.827780
       1.744000      40.833950      62.225000      50.000000       0.000000       1.827027
       1.745000      40.896225      62.275000      50.000000       0.000000       1.826273
       1.746000      40.958550      62.325000      50.000000       0.000000       1.825519
       1.747000      41.020925      62.375000      50.000000       0.000000       1.824764
       1.748000      41.083350      62.425000      50.000000       0.000000       1.824009
       1.749000      41.145825      62.475000      50.000000       0.000000       1.823254
       1.750000      41.208350      62.525000      50.000000       0.000000       1.822498
       1.751000      41.270925      62.575000      50.000000       0.000000       1.821741
       1.752000      41.333550      62.625000      50.000000       0.000000       1.820984
       1.753000      41.396225      62.675000      50.000000       0.000000       1.820227
       1.754000      41.458950      62.725000      50.000000       0.000000       1.819470
       1.755000      41.521725      62.775000      50.000000       0.000000       1.818711
       1.756000      41.584550      62.825000      50.000000       0.000000       1.817953
       1.757000      41.647425      62.875000      50.000000       0.000000       1.817194
       1.758000      41.710350      62.925000      50.000000       0.000000       1.816435
       1.759000      41.773325      62.975000      50.000000       0.000000       1.815675
       1.760000      41.836350      63.025000      50.000000       0.000000       1.814914
       1.761000      41.899425      63.075000      50.000000       0.000000       1.814154
       1.762000      41.962550      63.125000      50.000000       0.000000       1.813393
       1.763000      42.025725      63.175000      50.000000       0.000000       1.812631
       1.764000      42.088950      63.225000      50.000000       0.000000       1.811869
       1.765000      42.152225      63.275000      50.000000       0.000000       1.811106
       1.766000      42.215550      63.325000      50.000000       0.000000       1.810343
       1.767000      42.278925      63.375000      50.000000       0.000000       1.809580
       1.768000      42.342350      63.425000      50.000000       0.000000       1.808816
       1.769000      42.405825      63.475000      50.000000       0.000000       1.808052
       1.770000      42.469350      63.525000      50.000000       0.000000       1.807287
       1.771000      42.532925      63.575000      50.000000       0.000000       1.806522
       1.772000      42.596550      63.625000      50.000000       0.000000       1.805756
       1.773000      42.660225      63.675000      50.000000       0.000000       1.804990
       1.774000      42.723950      63.725000      50.000000       0.000000       1.804224
       1.775000      42.787725      63.775000      50.000000       0.000000       1.803457
       1.776000      42.851550      63.825000      50.000000       0.000000       1.802690
       1.777000      42.915425      63.875000      50.000000       0.000000       1.801922
       1.778000      42.979350      63.925000      50.000000       0.000000       1.801153
       1.779000      43.043325      63.975000      50.000000       0.000000       1.800385
       1.780000      43.107350      64.025000      50.000000       0.000000       1.799615
       1.781000      43.171425      64.075000      50.000000      -0.000000       1.798846
       1.782000      43.235550      64.125000      50.000000       0.000000       1.798075
       1.783000      43.299725      64.175000      50.000000       0.000000       1.797305
       1.784000      43.363950      64.225000      50.000000       0.000000       1.796534
       1.785000      43.428225      64.275000      50.000000       0.000000       1.795762
       1.786000      43.492550      64.325000      50.000000       0.000000       1.794990
       1.787000      43.556925      64.375000      50.000000       0.000000       1.794218
       1.788000      43.621350      64.425000      50.000000       0.000000       1.793445
       1.789000      43.685825      64.475000      50.000000       0.000000       1.792672
       1.790000      43.750350      64.525000      50.000000       0.000000       1.791898
       1.791000      43.814925      64.575000      50.000000       0.000000       1.791124
       1.792000      43.879550      64.625000      50.000000       0.000000       1.790349
       1.793000      43.944225      64.675000      50.000000       0.000000       1.789574
       1.794000      44.008950      64.725000      50.000000       0.000000       1.788798
       1.795000      44.073725      64.775000      50.000000       0.000000       1.788022
       1.796000      44.138550      64.825000      50.000000       0.000000       1.787245
       1.797000      44.203425      64.875000      50.000000       0.000000       1.786468
       1.798000      44.268350      64.925000      50.000000       0.000000       1.785690
       1.799000      44.333325      64.975000      50.000000       0.000000       1.784912
       1.800000      44.398350      65.025000      50.000000       0.000000       1.784134
       1.801000      44.463425      65.075000      50.000000       0.000000       1.783355
       1.802000      44.528550      65.125000      50.000000       0.000000       1.782576
       1.803000      44.593725      65.175000      50.000000       0.000000       1.781796
       1.804000      44.658950      65.225000      50.000000       0.000000       1.781015
       1.805000      44.724225      65.275000      50.000000       0.000000       1.780234
       1.806000      44.789550      65.325000      50.000000       0.000000       1.779453
       1.807000      44.854925      65.375000      50.000000       0.000000       1.778671
       1.808000      44.920350      65.425000      50.000000       0.000000       1.777889
       1.809000      44.985825      65.475000      50.000000       0.000000       1.777106
       1.810000      45.051350      65.525000      50.000000       0.000000       1.776323
       1.811000      45.116925      65.575000      50.000000       0.000000       1.775539
       1.812000      45.182550      65.625000      50.000000       0.000000       1.774755
       1.813000      45.248225      65.675000      50.000000       0.000000       1.773970
       1.814000      45.313950      65.725000      50.000000       0.000000       1.773185
       1.815000      45.379725      65.775000      50.000000       0.000000       1.772399
       1.816000      45.445550      65.825000      50.000000       0.000000       1.771613
       1.817000      45.511425      65.875000      50.000000       0.000000       1.770827
       1.818000      45.577350      65.925000      50.000000       0.000000       1.770039
       1.819000      45.643325      65.975000      50.000000       0.000000       1.769252
